,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
innovations[187],-0.15,0.932,-1.971,1.532,0.014,0.018,4299.0,2375.0,1.0
innovations[188],-0.248,0.965,-1.984,1.588,0.016,0.019,3712.0,2137.0,1.0
innovations[189],-0.378,0.903,-2.013,1.371,0.014,0.017,4054.0,2421.0,1.0
innovations[190],-0.178,0.921,-1.889,1.545,0.017,0.019,3000.0,1754.0,1.0
innovations[191],0.043,0.948,-1.792,1.775,0.016,0.019,3390.0,2152.0,1.0
innovations[192],0.226,0.921,-1.506,1.929,0.015,0.016,3551.0,2378.0,1.0
innovations[193],0.426,0.902,-1.296,2.108,0.016,0.016,3056.0,2270.0,1.0
innovations[194],0.347,0.919,-1.314,2.135,0.014,0.017,4432.0,2139.0,1.0
innovations[195],-0.117,0.913,-1.818,1.606,0.013,0.018,4814.0,1964.0,1.0
innovations[196],-0.159,0.915,-2.015,1.418,0.015,0.018,3914.0,2088.0,1.0
innovations[197],-0.307,0.916,-1.989,1.468,0.016,0.019,3510.0,1771.0,1.0
innovations[198],-0.078,0.946,-1.837,1.676,0.014,0.018,4314.0,2181.0,1.0
innovations[199],0.186,0.929,-1.417,2.075,0.014,0.019,4628.0,2138.0,1.0
innovations[200],0.02,0.919,-1.715,1.745,0.015,0.018,3897.0,2139.0,1.0
innovations[201],0.281,0.91,-1.375,2.037,0.015,0.018,3446.0,2185.0,1.0
innovations[202],0.176,0.939,-1.538,1.971,0.015,0.019,3735.0,2382.0,1.0
innovations[203],0.104,0.923,-1.531,1.883,0.016,0.017,3476.0,2321.0,1.0
innovations[204],0.041,0.916,-1.68,1.732,0.014,0.019,4461.0,2263.0,1.0
innovations[205],0.009,0.894,-1.67,1.604,0.015,0.018,3361.0,2157.0,1.0
innovations[206],-0.095,0.913,-1.852,1.596,0.014,0.019,4107.0,1957.0,1.0
innovations[207],-0.139,0.926,-1.82,1.598,0.016,0.016,3333.0,2187.0,1.0
innovations[208],0.099,0.934,-1.672,1.807,0.016,0.016,3452.0,2349.0,1.0
innovations[209],0.018,0.924,-1.648,1.784,0.014,0.016,4391.0,2011.0,1.0
innovations[210],0.309,0.902,-1.391,1.964,0.014,0.017,4080.0,2171.0,1.0
innovations[211],0.294,0.905,-1.389,1.954,0.014,0.016,4041.0,2319.0,1.0
innovations[212],-0.081,0.902,-1.738,1.597,0.014,0.016,3989.0,2275.0,1.0
innovations[213],-0.116,0.853,-1.76,1.51,0.015,0.015,3356.0,2195.0,1.0
innovations[214],-0.153,0.922,-1.849,1.58,0.016,0.017,3283.0,2387.0,1.0
innovations[215],0.124,0.935,-1.716,1.791,0.014,0.019,4480.0,2156.0,1.0
innovations[216],0.099,0.893,-1.498,1.826,0.015,0.017,3697.0,2227.0,1.0
innovations[217],0.076,0.902,-1.643,1.716,0.015,0.019,3718.0,1968.0,1.0
innovations[218],0.076,0.91,-1.603,1.86,0.015,0.018,3886.0,2036.0,1.0
innovations[219],0.031,0.916,-1.606,1.821,0.015,0.017,3717.0,1851.0,1.0
innovations[220],0.35,0.917,-1.357,2.052,0.015,0.017,3686.0,2018.0,1.0
innovations[221],0.377,0.891,-1.358,1.962,0.015,0.018,3571.0,1862.0,1.0
innovations[222],0.153,0.917,-1.483,1.977,0.016,0.016,3463.0,2295.0,1.0
innovations[223],0.246,0.902,-1.454,1.963,0.016,0.018,3208.0,2063.0,1.0
innovations[224],0.043,0.902,-1.508,1.936,0.017,0.017,2932.0,1833.0,1.0
innovations[225],0.199,0.859,-1.513,1.75,0.014,0.015,3755.0,2516.0,1.0
innovations[226],0.03,0.876,-1.616,1.592,0.016,0.016,3111.0,2140.0,1.0
innovations[227],0.251,0.881,-1.394,1.894,0.015,0.015,3391.0,2156.0,1.0
innovations[228],0.495,0.884,-1.142,2.178,0.014,0.018,3806.0,1868.0,1.0
innovations[229],0.457,0.871,-1.154,2.073,0.014,0.016,4129.0,2419.0,1.0
innovations[230],0.26,0.867,-1.401,1.823,0.015,0.018,3526.0,2034.0,1.0
innovations[231],0.12,0.839,-1.474,1.719,0.015,0.017,3269.0,2002.0,1.0
innovations[232],0.375,0.854,-1.146,1.961,0.015,0.015,3429.0,2113.0,1.0
innovations[233],0.73,0.838,-0.869,2.245,0.013,0.014,3863.0,2174.0,1.0
innovations[234],0.357,0.808,-1.128,1.899,0.014,0.014,3247.0,2127.0,1.0
innovations[235],0.152,0.857,-1.473,1.719,0.015,0.018,3462.0,2197.0,1.0
innovations[236],0.389,0.826,-1.177,1.937,0.013,0.015,3984.0,2353.0,1.0
innovations[237],0.479,0.773,-1.062,1.874,0.014,0.015,3189.0,2039.0,1.0
innovations[238],0.225,0.787,-1.16,1.812,0.014,0.015,3322.0,2011.0,1.0
innovations[239],0.471,0.761,-0.826,1.974,0.013,0.014,3285.0,1977.0,1.0
innovations[240],0.824,0.728,-0.534,2.159,0.013,0.012,3044.0,2240.0,1.0
innovations[241],0.331,0.72,-0.949,1.736,0.013,0.013,3236.0,2322.0,1.0
innovations[242],0.618,0.721,-0.824,1.892,0.012,0.012,3465.0,2180.0,1.0
innovations[243],0.22,0.703,-1.06,1.575,0.012,0.013,3677.0,2330.0,1.0
innovations[244],-0.443,0.692,-1.808,0.773,0.012,0.011,3037.0,2452.0,1.0
innovations[245],-0.214,0.688,-1.493,1.095,0.012,0.013,3103.0,2180.0,1.0
innovations[246],-0.374,0.716,-1.701,0.987,0.012,0.012,3525.0,2343.0,1.0
innovations[247],-0.01,0.724,-1.331,1.352,0.013,0.012,2921.0,2090.0,1.0
innovations[248],0.273,0.754,-1.161,1.682,0.013,0.014,3262.0,2175.0,1.0
innovations[249],-0.08,1.006,-1.912,1.828,0.017,0.02,3618.0,2127.0,1.0
innovations[250],-0.024,1.038,-1.849,2.02,0.019,0.022,3176.0,1879.0,1.0
innovations[251],-0.0,0.976,-1.837,1.832,0.015,0.018,3995.0,2346.0,1.0
innovations[252],0.06,0.947,-1.746,1.817,0.015,0.018,3864.0,2448.0,1.0
innovations[253],0.062,0.995,-1.923,1.773,0.015,0.022,4529.0,1973.0,1.0
innovations[254],0.133,0.942,-1.763,1.872,0.013,0.019,5048.0,2214.0,1.0
innovations[255],0.156,0.938,-1.506,2.017,0.015,0.016,4144.0,2412.0,1.0
innovations[256],0.198,0.964,-1.665,1.966,0.015,0.02,4196.0,2121.0,1.0
innovations[257],0.201,0.97,-1.573,2.008,0.016,0.021,3806.0,2012.0,1.0
innovations[258],0.263,0.961,-1.447,2.176,0.014,0.02,4788.0,2122.0,1.0
innovations[259],-0.024,0.966,-1.739,1.85,0.014,0.018,4554.0,2335.0,1.0
innovations[260],0.015,0.956,-1.783,1.75,0.014,0.02,4545.0,2104.0,1.0
innovations[261],0.073,1.017,-1.831,1.969,0.015,0.024,4574.0,2157.0,1.0
innovations[262],0.125,1.007,-1.796,2.079,0.017,0.021,3377.0,2393.0,1.0
innovations[263],0.142,0.965,-1.767,1.889,0.016,0.018,3700.0,2245.0,1.0
innovations[264],0.233,0.977,-1.49,2.12,0.015,0.02,4425.0,2248.0,1.0
innovations[265],0.241,0.96,-1.489,2.085,0.016,0.017,3633.0,2067.0,1.0
innovations[266],0.35,0.983,-1.507,2.167,0.016,0.018,3992.0,2152.0,1.0
innovations[267],0.39,0.977,-1.437,2.131,0.015,0.019,3988.0,1950.0,1.0
innovations[268],0.451,0.947,-1.339,2.253,0.014,0.018,4352.0,2361.0,1.0
innovations[269],0.203,0.94,-1.533,2.025,0.014,0.018,4269.0,2186.0,1.0
innovations[270],0.307,0.953,-1.523,2.101,0.016,0.017,3486.0,1997.0,1.0
innovations[271],0.037,0.964,-1.623,1.989,0.015,0.021,4018.0,2082.0,1.0
innovations[272],-0.219,0.968,-1.961,1.572,0.015,0.02,4267.0,2089.0,1.0
innovations[273],-0.106,0.968,-1.875,1.652,0.015,0.018,4170.0,2300.0,1.0
innovations[274],-0.006,0.933,-1.824,1.661,0.015,0.018,3761.0,2426.0,1.0
innovations[275],0.113,0.977,-1.56,2.137,0.015,0.019,4131.0,2325.0,1.0
innovations[276],0.163,0.952,-1.671,1.895,0.016,0.019,3621.0,2081.0,1.0
innovations[277],0.278,0.963,-1.479,2.065,0.015,0.018,3927.0,2138.0,1.0
innovations[278],0.379,0.947,-1.395,2.139,0.016,0.017,3708.0,2453.0,1.0
innovations[279],0.542,0.934,-1.215,2.279,0.014,0.016,4351.0,2301.0,1.0
innovations[280],0.318,0.923,-1.505,2.024,0.015,0.018,3840.0,2174.0,1.0
innovations[281],0.458,0.93,-1.215,2.224,0.015,0.018,4047.0,2025.0,1.0
innovations[282],0.683,0.912,-1.042,2.358,0.015,0.016,3538.0,2321.0,1.0
innovations[283],0.542,0.898,-1.167,2.214,0.015,0.019,3815.0,1893.0,1.0
innovations[284],0.87,0.89,-0.688,2.617,0.015,0.017,3563.0,2067.0,1.0
innovations[285],0.866,0.927,-0.896,2.604,0.014,0.017,4285.0,2071.0,1.0
innovations[286],1.066,0.868,-0.551,2.689,0.014,0.014,3715.0,2412.0,1.0
innovations[287],1.809,0.861,0.194,3.379,0.014,0.018,3828.0,1926.0,1.0
innovations[288],3.106,0.809,1.465,4.543,0.012,0.019,4250.0,1992.0,1.0
innovations[289],-1.866,0.771,-3.3,-0.417,0.015,0.014,2814.0,2195.0,1.0
innovations[290],-1.489,0.794,-3.002,0.003,0.013,0.015,3450.0,2133.0,1.0
innovations[291],-1.265,0.849,-2.885,0.225,0.015,0.016,3364.0,1971.0,1.0
innovations[292],-0.495,0.835,-2.032,1.074,0.015,0.017,3266.0,2425.0,1.0
innovations[293],-0.135,0.849,-1.669,1.469,0.015,0.015,3403.0,2277.0,1.0
innovations[294],0.201,0.896,-1.43,2.013,0.015,0.017,3357.0,1941.0,1.0
innovations[295],0.867,0.864,-0.709,2.544,0.014,0.017,3601.0,2107.0,1.0
innovations[296],1.821,0.849,0.204,3.364,0.014,0.016,3847.0,2256.0,1.0
innovations[297],-0.398,0.852,-1.965,1.225,0.015,0.015,3330.0,2261.0,1.0
innovations[298],-0.895,0.824,-2.296,0.804,0.015,0.014,3048.0,2096.0,1.0
innovations[299],-1.125,0.88,-2.795,0.491,0.015,0.017,3399.0,2423.0,1.0
innovations[300],-1.407,0.906,-3.095,0.264,0.016,0.018,3445.0,2120.0,1.0
innovations[301],-0.894,0.9,-2.691,0.74,0.015,0.016,3628.0,2403.0,1.0
innovations[302],-0.548,0.861,-2.049,1.116,0.014,0.015,3697.0,2184.0,1.0
innovations[303],-0.289,0.923,-2.028,1.466,0.016,0.018,3575.0,2181.0,1.0
innovations[304],0.005,0.883,-1.622,1.751,0.013,0.017,4650.0,2163.0,1.0
innovations[305],0.28,0.932,-1.497,1.962,0.015,0.019,4034.0,1814.0,1.0
innovations[306],0.205,0.913,-1.415,2.002,0.014,0.018,4313.0,2409.0,1.0
innovations[307],0.551,0.92,-1.22,2.211,0.014,0.02,4298.0,2195.0,1.0
innovations[308],0.223,0.879,-1.366,1.865,0.015,0.017,3556.0,2088.0,1.0
innovations[309],-0.01,0.92,-1.653,1.796,0.014,0.017,4431.0,2351.0,1.0
innovations[310],0.038,0.896,-1.61,1.764,0.015,0.016,3642.0,2424.0,1.0
innovations[311],-0.274,0.918,-2.159,1.269,0.016,0.017,3385.0,2010.0,1.0
innovations[312],-0.204,0.91,-2.005,1.4,0.014,0.018,3900.0,2207.0,1.0
innovations[313],-0.194,0.92,-1.788,1.6,0.015,0.015,3550.0,2296.0,1.0
innovations[314],0.123,0.894,-1.615,1.757,0.015,0.017,3747.0,2080.0,1.0
innovations[315],0.17,0.91,-1.616,1.853,0.015,0.018,3596.0,2107.0,1.0
innovations[316],0.507,0.899,-1.108,2.24,0.016,0.016,3219.0,2157.0,1.0
innovations[317],0.255,0.921,-1.394,2.032,0.015,0.017,3915.0,2154.0,1.0
innovations[318],0.073,0.884,-1.715,1.613,0.016,0.017,3019.0,2038.0,1.0
innovations[319],-0.149,0.896,-1.959,1.459,0.016,0.016,3149.0,1870.0,1.0
innovations[320],-0.028,0.893,-1.598,1.735,0.015,0.017,3511.0,2170.0,1.0
innovations[321],-0.293,0.89,-1.865,1.488,0.015,0.015,3593.0,2417.0,1.0
innovations[322],-0.181,0.891,-1.718,1.644,0.015,0.016,3421.0,2215.0,1.0
innovations[323],-0.489,0.901,-2.119,1.287,0.015,0.019,3907.0,1940.0,1.0
innovations[324],-0.503,0.933,-2.143,1.285,0.015,0.02,3934.0,2025.0,1.0
innovations[325],-0.549,0.919,-2.328,1.056,0.014,0.016,4059.0,2486.0,1.0
innovations[326],-0.324,0.923,-2.015,1.407,0.015,0.019,3766.0,1946.0,1.0
innovations[327],-0.46,0.962,-2.255,1.387,0.017,0.019,3223.0,1967.0,1.0
innovations[328],-0.28,0.932,-1.942,1.601,0.017,0.017,3068.0,2139.0,1.0
innovations[329],-0.132,0.929,-1.853,1.61,0.016,0.015,3210.0,2247.0,1.0
innovations[330],-0.306,0.954,-2.107,1.489,0.015,0.019,4128.0,2152.0,1.0
innovations[331],-0.139,1.003,-1.935,1.715,0.014,0.022,5001.0,2155.0,1.0
innovations[332],0.803,0.865,-0.923,2.351,0.017,0.017,2678.0,2031.0,1.0
innovations[333],0.413,0.803,-1.105,1.856,0.014,0.015,3473.0,2351.0,1.0
innovations[334],0.338,0.787,-1.204,1.739,0.013,0.014,3734.0,2230.0,1.0
innovations[335],0.131,0.768,-1.313,1.619,0.013,0.014,3539.0,2168.0,1.0
innovations[336],-0.068,0.779,-1.52,1.386,0.015,0.014,2722.0,1699.0,1.0
innovations[337],-0.223,0.792,-1.609,1.387,0.013,0.013,3555.0,2253.0,1.0
innovations[338],-0.223,0.785,-1.72,1.211,0.014,0.015,3165.0,1912.0,1.0
innovations[339],0.273,0.784,-1.198,1.752,0.015,0.014,2825.0,2481.0,1.0
innovations[340],-0.323,0.803,-1.897,1.12,0.014,0.013,3557.0,2576.0,1.0
innovations[341],0.122,0.798,-1.317,1.678,0.016,0.015,2605.0,2275.0,1.0
innovations[342],-0.316,0.815,-1.77,1.287,0.015,0.014,2988.0,2034.0,1.0
innovations[343],-0.283,0.802,-1.883,1.127,0.014,0.013,3321.0,2452.0,1.0
innovations[344],-0.051,0.803,-1.477,1.56,0.015,0.016,3045.0,1797.0,1.0
innovations[345],-0.219,0.81,-1.634,1.383,0.014,0.015,3169.0,2027.0,1.0
innovations[346],-0.462,0.814,-2.016,1.037,0.013,0.016,3665.0,2355.0,1.0
innovations[347],-0.25,0.85,-1.903,1.253,0.015,0.018,3276.0,2104.0,1.0
innovations[348],-0.156,0.85,-1.761,1.419,0.014,0.018,3515.0,1579.0,1.0
innovations[349],-0.08,0.849,-1.712,1.495,0.015,0.016,3425.0,2231.0,1.0
innovations[350],-0.057,0.841,-1.559,1.509,0.014,0.017,3435.0,1861.0,1.0
innovations[351],-0.077,0.867,-1.729,1.496,0.014,0.016,3860.0,2337.0,1.0
innovations[352],-0.117,0.866,-1.7,1.531,0.014,0.016,3779.0,2193.0,1.0
innovations[353],0.182,0.86,-1.351,1.832,0.015,0.015,3329.0,2170.0,1.0
innovations[354],-0.189,0.819,-1.65,1.364,0.015,0.014,3013.0,2320.0,1.0
innovations[355],0.103,0.849,-1.473,1.693,0.015,0.016,3210.0,1991.0,1.0
innovations[356],0.096,0.86,-1.604,1.621,0.014,0.019,3568.0,1953.0,1.0
innovations[357],-0.266,0.855,-1.852,1.33,0.013,0.017,4220.0,2149.0,1.0
innovations[358],0.007,0.832,-1.535,1.623,0.014,0.015,3371.0,2480.0,1.0
innovations[359],-0.094,0.842,-1.634,1.498,0.014,0.017,3532.0,2293.0,1.0
innovations[360],0.097,0.862,-1.559,1.683,0.016,0.016,2860.0,1868.0,1.0
innovations[361],0.032,0.855,-1.572,1.605,0.014,0.016,3835.0,2409.0,1.0
innovations[362],0.319,0.847,-1.194,2.014,0.014,0.016,3839.0,2520.0,1.0
innovations[363],0.354,0.832,-1.194,1.916,0.014,0.017,3599.0,1901.0,1.0
innovations[364],-0.166,0.826,-1.722,1.34,0.012,0.016,4452.0,2318.0,1.0
innovations[365],-0.387,0.846,-1.907,1.265,0.014,0.015,3515.0,2360.0,1.0
innovations[366],-0.413,0.881,-2.081,1.218,0.015,0.016,3408.0,2279.0,1.0
innovations[367],-0.249,0.861,-1.804,1.4,0.015,0.018,3349.0,1841.0,1.0
innovations[368],-0.132,0.855,-1.851,1.366,0.015,0.015,3202.0,2134.0,1.0
innovations[369],-0.047,0.882,-1.615,1.71,0.014,0.018,3793.0,2186.0,1.0
innovations[370],0.004,0.838,-1.654,1.481,0.013,0.017,4106.0,2084.0,1.0
innovations[371],0.056,0.886,-1.689,1.619,0.014,0.022,3875.0,1693.0,1.0
innovations[372],0.17,0.856,-1.442,1.765,0.015,0.015,3385.0,2233.0,1.0
innovations[373],-0.087,0.872,-1.712,1.552,0.014,0.017,4005.0,2355.0,1.0
innovations[374],-0.314,0.896,-1.934,1.401,0.016,0.016,3222.0,2045.0,1.0
innovations[375],-0.653,0.887,-2.359,0.945,0.015,0.017,3639.0,2202.0,1.0
innovations[376],-0.087,0.876,-1.743,1.539,0.015,0.017,3466.0,2123.0,1.0
innovations[377],-0.226,0.91,-1.89,1.511,0.015,0.017,3872.0,2255.0,1.0
innovations[378],-0.415,0.911,-2.171,1.248,0.016,0.018,3291.0,2146.0,1.0
innovations[379],-0.654,0.901,-2.374,0.997,0.015,0.018,3754.0,2119.0,1.0
innovations[380],-0.994,0.916,-2.684,0.676,0.015,0.019,3791.0,1943.0,1.0
innovations[381],-0.746,0.909,-2.421,0.93,0.013,0.018,4880.0,2489.0,1.0
innovations[382],-0.532,0.938,-2.268,1.249,0.015,0.018,4292.0,2353.0,1.0
innovations[383],-0.368,0.953,-2.09,1.465,0.016,0.017,3693.0,2452.0,1.0
innovations[384],-0.21,0.94,-1.935,1.612,0.015,0.017,4164.0,2321.0,1.0
innovations[385],-0.066,0.929,-1.879,1.598,0.015,0.018,3884.0,2021.0,1.0
innovations[386],0.03,0.967,-1.779,1.804,0.017,0.018,3248.0,1999.0,1.0
innovations[387],0.236,0.933,-1.403,2.012,0.016,0.017,3522.0,2085.0,1.0
innovations[388],0.003,0.921,-1.716,1.724,0.015,0.017,3787.0,2516.0,1.0
innovations[389],0.13,0.932,-1.552,1.958,0.015,0.019,3731.0,2295.0,1.0
innovations[390],0.311,0.936,-1.541,1.972,0.015,0.016,3920.0,2529.0,1.0
innovations[391],0.478,0.93,-1.293,2.148,0.015,0.019,3792.0,1977.0,1.0
innovations[392],0.339,0.958,-1.437,2.208,0.016,0.021,3790.0,1868.0,1.0
innovations[393],0.19,0.92,-1.524,1.9,0.017,0.019,3057.0,2337.0,1.0
innovations[394],0.103,0.889,-1.504,1.815,0.017,0.017,2877.0,2400.0,1.0
innovations[395],0.001,0.937,-1.734,1.745,0.014,0.019,4391.0,2401.0,1.0
innovations[396],0.295,0.91,-1.326,2.084,0.017,0.017,2926.0,2143.0,1.0
innovations[397],0.183,0.941,-1.631,1.88,0.014,0.02,4445.0,2221.0,1.0
innovations[398],0.131,0.916,-1.605,1.754,0.014,0.016,4181.0,2336.0,1.0
innovations[399],0.105,0.9,-1.558,1.773,0.015,0.018,3722.0,2018.0,1.0
innovations[400],0.385,0.904,-1.296,2.096,0.015,0.018,3606.0,2053.0,1.0
innovations[401],0.768,0.918,-1.023,2.398,0.013,0.017,5020.0,2333.0,1.0
innovations[402],0.512,0.926,-1.153,2.373,0.014,0.019,4652.0,1915.0,1.01
innovations[403],0.393,0.862,-1.255,1.944,0.014,0.016,3597.0,1952.0,1.0
innovations[404],0.327,0.867,-1.312,1.928,0.016,0.017,3066.0,1902.0,1.0
innovations[405],-0.035,0.879,-1.6,1.597,0.015,0.016,3591.0,2523.0,1.0
innovations[406],-0.024,0.898,-1.81,1.605,0.016,0.018,3162.0,1756.0,1.0
innovations[407],0.049,0.899,-1.55,1.792,0.014,0.018,3916.0,2323.0,1.0
innovations[408],0.015,0.89,-1.615,1.694,0.016,0.016,3220.0,2511.0,1.0
innovations[409],0.046,0.856,-1.605,1.59,0.015,0.017,3310.0,2200.0,1.0
innovations[410],0.383,0.843,-1.162,2.024,0.016,0.015,2773.0,1946.0,1.0
innovations[411],0.846,0.861,-0.812,2.363,0.015,0.015,3317.0,2436.0,1.0
innovations[412],0.926,0.862,-0.614,2.581,0.015,0.017,3142.0,1922.0,1.0
innovations[413],1.37,0.821,-0.114,2.906,0.014,0.015,3252.0,2252.0,1.0
innovations[414],3.264,0.766,1.799,4.643,0.012,0.015,3744.0,2134.0,1.0
innovations[415],-0.121,0.969,-1.822,1.787,0.015,0.018,4281.0,2357.0,1.0
innovations[416],-0.086,1.01,-1.79,1.936,0.017,0.018,3534.0,2256.0,1.0
innovations[417],-0.101,0.984,-1.943,1.673,0.017,0.017,3456.0,2396.0,1.0
innovations[418],-0.057,0.998,-2.033,1.719,0.016,0.019,4020.0,2160.0,1.0
innovations[419],-0.076,0.972,-1.902,1.731,0.016,0.02,3642.0,1998.0,1.0
innovations[420],-0.043,1.001,-1.934,1.783,0.015,0.02,4272.0,2210.0,1.0
innovations[421],-0.036,1.001,-1.882,1.781,0.017,0.027,3381.0,1934.0,1.0
innovations[422],-0.006,1.003,-1.929,1.807,0.016,0.019,3836.0,2113.0,1.0
innovations[423],-0.019,0.986,-1.934,1.772,0.015,0.02,4185.0,2163.0,1.0
innovations[424],-0.011,1.006,-1.828,1.874,0.017,0.018,3719.0,2126.0,1.0
innovations[425],-0.01,0.983,-1.932,1.809,0.016,0.02,3833.0,2292.0,1.0
innovations[426],0.02,0.963,-1.805,1.799,0.015,0.018,4265.0,2084.0,1.0
innovations[427],0.054,0.974,-1.773,1.805,0.014,0.019,4538.0,1871.0,1.0
innovations[428],0.063,0.985,-1.855,1.84,0.014,0.019,4784.0,2034.0,1.0
innovations[429],0.022,0.988,-1.691,1.991,0.016,0.018,3652.0,2346.0,1.0
innovations[430],0.071,0.99,-1.757,1.907,0.015,0.02,4136.0,2013.0,1.0
innovations[431],0.065,1.002,-1.721,1.978,0.015,0.02,4371.0,2081.0,1.0
innovations[432],0.08,0.965,-1.639,1.976,0.016,0.017,3840.0,2375.0,1.0
innovations[433],0.126,1.008,-1.733,2.085,0.015,0.019,4283.0,2297.0,1.0
innovations[434],0.087,0.995,-1.722,1.984,0.015,0.021,4373.0,2203.0,1.0
innovations[435],0.107,0.981,-1.71,2.026,0.015,0.02,4050.0,1981.0,1.0
innovations[436],0.126,1.0,-1.761,2.007,0.017,0.021,3701.0,2194.0,1.0
innovations[437],0.11,0.968,-1.82,1.861,0.016,0.02,3680.0,1687.0,1.0
innovations[438],0.148,0.968,-1.787,1.935,0.015,0.019,3968.0,2154.0,1.0
innovations[439],0.15,0.986,-1.745,1.961,0.017,0.018,3268.0,2129.0,1.0
innovations[440],-0.165,0.965,-2.041,1.59,0.016,0.02,3565.0,1973.0,1.0
innovations[441],-0.158,0.987,-1.965,1.712,0.015,0.019,4521.0,2295.0,1.0
innovations[442],-0.131,0.983,-1.911,1.705,0.015,0.02,4202.0,2141.0,1.0
innovations[443],-0.119,1.005,-1.934,1.808,0.017,0.019,3645.0,2236.0,1.0
innovations[444],-0.119,0.982,-2.091,1.592,0.015,0.018,4219.0,2220.0,1.0
innovations[445],-0.127,0.986,-2.011,1.687,0.016,0.02,3995.0,2251.0,1.0
innovations[446],-0.102,0.997,-1.833,1.862,0.018,0.02,3194.0,1943.0,1.0
innovations[447],-0.098,1.013,-2.127,1.691,0.015,0.023,4694.0,1991.0,1.0
innovations[448],-0.108,0.967,-1.975,1.632,0.016,0.022,3780.0,1739.0,1.0
innovations[449],-0.069,0.973,-1.896,1.783,0.016,0.019,3983.0,2333.0,1.0
innovations[450],-0.082,0.975,-1.886,1.706,0.015,0.018,4155.0,2197.0,1.0
innovations[451],-0.039,0.985,-1.748,1.917,0.016,0.019,3774.0,2203.0,1.0
innovations[452],-0.024,1.0,-1.875,1.795,0.015,0.02,4478.0,2179.0,1.0
innovations[453],-0.025,0.976,-1.955,1.701,0.018,0.019,3060.0,1867.0,1.0
innovations[454],-0.044,0.97,-1.879,1.707,0.016,0.019,3672.0,1816.0,1.0
innovations[455],-0.026,1.002,-1.925,1.835,0.016,0.019,4171.0,2001.0,1.0
innovations[456],0.022,0.988,-1.909,1.75,0.016,0.018,3843.0,2286.0,1.0
innovations[457],0.016,0.997,-1.816,1.903,0.016,0.02,4174.0,2422.0,1.0
innovations[458],-0.018,0.963,-1.849,1.785,0.014,0.019,4712.0,2137.0,1.0
innovations[459],0.016,0.987,-1.894,1.817,0.018,0.019,3125.0,2134.0,1.0
innovations[460],0.058,0.98,-1.779,1.823,0.017,0.021,3368.0,1926.0,1.0
innovations[461],0.035,0.977,-1.846,1.818,0.015,0.02,4230.0,2146.0,1.0
innovations[462],0.039,1.011,-1.747,2.058,0.016,0.024,4227.0,1954.0,1.0
innovations[463],0.04,0.989,-1.771,1.912,0.017,0.02,3330.0,2144.0,1.0
innovations[464],0.061,0.963,-1.746,1.793,0.016,0.017,3796.0,2229.0,1.0
innovations[465],0.086,0.956,-1.734,1.85,0.015,0.018,3918.0,2112.0,1.0
innovations[466],0.102,0.984,-1.724,1.909,0.015,0.02,4471.0,2193.0,1.0
innovations[467],0.05,1.017,-1.772,1.935,0.017,0.021,3655.0,1784.0,1.0
innovations[468],0.134,1.004,-1.743,2.03,0.015,0.02,4273.0,1710.0,1.0
innovations[469],0.102,0.949,-1.624,1.827,0.015,0.018,4228.0,2156.0,1.0
innovations[470],0.1,1.006,-1.812,1.988,0.016,0.02,4109.0,1975.0,1.0
innovations[471],0.168,0.994,-1.637,2.119,0.016,0.02,3644.0,1949.0,1.0
innovations[472],0.161,0.96,-1.577,2.015,0.015,0.018,4073.0,2217.0,1.0
innovations[473],0.176,0.943,-1.58,1.933,0.015,0.019,3857.0,2221.0,1.0
innovations[474],0.171,0.982,-1.755,1.922,0.015,0.021,4213.0,2092.0,1.0
innovations[475],0.183,0.949,-1.686,1.862,0.015,0.018,3948.0,2295.0,1.0
innovations[476],0.172,0.972,-1.677,1.968,0.017,0.018,3397.0,2273.0,1.0
innovations[477],0.223,0.963,-1.645,1.959,0.014,0.02,4561.0,2072.0,1.0
innovations[478],0.248,1.014,-1.536,2.262,0.015,0.02,4329.0,1984.0,1.0
innovations[479],0.214,1.009,-1.615,2.128,0.016,0.022,4142.0,1917.0,1.0
innovations[480],0.284,0.982,-1.554,2.132,0.016,0.019,3722.0,2250.0,1.0
innovations[481],0.306,1.002,-1.489,2.273,0.016,0.02,3693.0,2089.0,1.0
innovations[482],0.33,0.959,-1.536,2.022,0.015,0.02,4114.0,2068.0,1.0
innovations[483],0.355,1.019,-1.465,2.305,0.016,0.019,4083.0,2176.0,1.0
innovations[484],0.018,1.001,-1.907,1.789,0.015,0.018,4786.0,2343.0,1.0
innovations[485],0.053,0.965,-1.714,1.866,0.015,0.018,4276.0,2199.0,1.0
innovations[486],-0.248,0.997,-2.067,1.697,0.015,0.019,4204.0,2051.0,1.0
innovations[487],-0.224,1.004,-2.201,1.585,0.016,0.019,4026.0,2102.0,1.0
innovations[488],-0.213,0.987,-2.122,1.623,0.015,0.02,4316.0,2240.0,1.0
innovations[489],-0.218,0.972,-1.984,1.679,0.016,0.02,3722.0,2082.0,1.0
innovations[490],-0.197,0.952,-1.975,1.581,0.015,0.018,4127.0,2296.0,1.0
innovations[491],-0.148,1.007,-2.129,1.675,0.016,0.02,3831.0,2184.0,1.0
innovations[492],-0.13,0.985,-2.07,1.645,0.014,0.019,4613.0,2111.0,1.0
innovations[493],-0.109,0.955,-1.996,1.629,0.014,0.02,4791.0,2148.0,1.0
